customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID_00538,Male,0,No,No,28,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,87.99403550494057,6482.160186937176,No
ID_00539,Female,0,Yes,No,37,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,49.41396753695591,2460.0456495481476,No
ID_00540,Male,0,Yes,No,21,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,55.57640491751296,6298.165126036443,No
ID_00541,Female,1,No,No,7,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,110.65763993331636,3714.1764934137345,No
ID_00542,Male,1,No,Yes,62,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,37.94981841168143,5863.071822994093,No
ID_00543,Female,0,No,Yes,12,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,108.66451753179038,5197.823055411222,Yes
ID_00544,Male,1,Yes,Yes,26,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,70.04180575609107,7445.988995251948,No
ID_00545,Female,1,No,No,17,No,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Bank transfer,37.851020428704466,2691.1696424147567,No
ID_00546,Male,0,No,No,17,Yes,No,No,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,101.15988605374444,969.3440584799672,No
ID_00547,Female,1,No,Yes,61,Yes,No,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,85.24966915732684,6327.402427205072,No
ID_00548,Female,0,No,Yes,13,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,54.68205752353811,6521.073293796583,Yes
ID_00549,Male,1,No,No,10,No,No,No internet service,Yes,No,No,No,Yes,Two year,No,Credit card,50.072607316371716,306.2743675476696,No
ID_00550,Male,1,Yes,No,16,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,62.09431236583345,1096.4325694225552,No
ID_00551,Female,1,No,No,50,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card,33.62134633699461,6674.402026405829,Yes
ID_00552,Male,0,No,No,13,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,100.92494862906081,4844.7832847190175,No
ID_00553,Female,1,Yes,Yes,56,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,47.865638272685565,3677.3375367995877,No
ID_00554,Male,0,No,No,5,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,102.68673264716828,6630.967110682708,No
ID_00555,Female,0,No,No,56,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,93.13034627080272,2043.4371229262242,No
ID_00556,Female,1,Yes,Yes,3,No,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,114.18356030524666,2666.5387787571153,Yes
ID_00557,Female,0,No,Yes,10,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,29.914137431947257,6210.800734770257,No
ID_00558,Female,1,Yes,Yes,10,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,54.91818911194676,4769.158380147863,Yes
ID_00559,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Credit card,82.38841485208684,1746.507406684373,Yes
ID_00560,Female,0,Yes,No,58,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,105.85766829381039,7162.455708711186,No
ID_00561,Male,1,Yes,No,20,Yes,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Electronic check,35.56291925409228,7955.321455847295,No
ID_00562,Male,1,No,No,64,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer,106.13984982226435,1241.9626129315545,Yes
ID_00563,Male,1,Yes,Yes,23,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,26.697539377463734,2442.4934447016267,No
ID_00564,Female,1,Yes,Yes,29,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,67.43568553024238,6020.756234980548,No
ID_00565,Female,0,No,No,56,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,28.44442367433771,1075.325471404703,No
ID_00566,Female,0,No,No,16,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,No,Mailed check,34.987022157297915,3770.0945572253604,Yes
ID_00567,Female,0,Yes,No,58,No,No,No internet service,Yes,No internet service,No,No internet service,No,One year,No,Credit card,97.49201817032,1825.5900710947478,No
ID_00568,Male,1,No,Yes,30,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,21.863103691862456,5348.6556031008,No
ID_00569,Male,0,Yes,No,63,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,75.53638828304295,2942.3384199077964,Yes
ID_00570,Female,1,Yes,Yes,47,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Bank transfer,29.830190211505297,6800.489717519107,Yes
ID_00571,Male,0,No,No,22,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,101.12614791797333,3720.3281589874505,Yes
ID_00572,Male,1,No,Yes,69,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,100.81669925197914,4338.466554609462,Yes
ID_00573,Female,0,Yes,Yes,29,No,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,90.27902511148801,7123.070440847951,No
ID_00574,Male,0,No,No,54,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,95.59383840777869,6171.747485902859,No
ID_00575,Female,1,No,Yes,6,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Credit card,79.07770200361895,6489.8642154181425,No
ID_00576,Male,0,Yes,Yes,11,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,68.54911386289388,198.71368981142624,No
ID_00577,Female,1,Yes,No,59,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer,61.01433439799235,5293.2022255643105,No
ID_00578,Female,0,Yes,Yes,51,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer,86.13166826783248,3780.994017903967,No
ID_00579,Female,0,Yes,No,26,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,58.27990754405495,7081.181500997094,No
ID_00580,Female,1,Yes,Yes,11,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.27920782394728,402.2893139876781,No
ID_00581,Male,1,Yes,Yes,12,Yes,No,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,30.074954116789094,6773.448284097274,No
ID_00582,Female,0,No,Yes,71,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Credit card,85.1815448133233,1170.4398741816547,No
ID_00583,Female,0,Yes,Yes,61,Yes,No,Yes,Yes,No internet service,No,No,Yes,One year,No,Credit card,56.49213115840787,4775.593360436175,No
ID_00584,Female,0,No,No,28,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,118.95520249189038,5839.593769877709,Yes
ID_00585,Male,0,No,No,34,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card,55.39197346044733,1660.6220727609436,Yes
ID_00586,Female,0,Yes,No,59,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,30.842435410598448,1416.8669187549624,No
ID_00587,Male,0,No,Yes,28,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,One year,No,Credit card,52.83817578207504,5490.072804514011,No
ID_00588,Female,1,Yes,Yes,30,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,88.68491307018907,1421.0473066690834,Yes
ID_00589,Male,1,No,No,60,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.82760765912982,4152.981598778382,Yes
ID_00590,Male,1,Yes,No,1,Yes,No,No internet service,No,No,No,Yes,No internet service,One year,Yes,Mailed check,81.02956415892015,2173.9112867451818,Yes
ID_00591,Female,0,Yes,No,32,Yes,No,No internet service,No,No,No,Yes,No internet service,One year,No,Credit card,31.12370118201772,350.1395115013212,Yes
ID_00592,Male,0,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card,102.69814853852316,630.1632305216177,No
ID_00593,Female,0,Yes,Yes,61,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,110.2387181863157,1138.1452576719,No
ID_00594,Female,1,No,No,58,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,34.5349987125624,4407.530251926279,No
ID_00595,Female,1,No,Yes,39,Yes,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Electronic check,82.6136666830401,1770.3003310337224,No
ID_00596,Male,0,No,No,48,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer,42.97650855454074,6810.995443482294,No
ID_00597,Male,0,No,Yes,31,Yes,No,No internet service,No,Yes,No,No,Yes,One year,Yes,Bank transfer,38.227328124401424,314.94589138069705,No
ID_00598,Female,1,No,No,37,No,No,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer,40.456805239969654,5309.93986423573,No
ID_00599,Female,1,Yes,No,12,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card,72.13200875201734,807.1282809900769,Yes
ID_00600,Male,1,Yes,Yes,53,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,108.59001871594172,7133.8962899269845,No
ID_00601,Female,0,Yes,Yes,12,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer,101.8604334209632,425.21462102047917,No
ID_00602,Female,0,Yes,No,38,No,No,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,34.33834150396409,1229.9260070060761,No
ID_00603,Female,0,Yes,Yes,22,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,70.99198163884935,2293.6740129361315,Yes
ID_00604,Male,1,No,No,13,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Credit card,35.088463545282394,894.7603165652187,No
ID_00605,Male,1,Yes,Yes,16,No,DSL,No,No internet service,No,Yes,No,No,Two year,Yes,Mailed check,63.804849324390396,7301.023625313472,No
ID_00606,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No,No internet service,No,One year,No,Credit card,76.25258568405042,1145.7675631382435,No
ID_00607,Female,0,No,No,57,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,101.1579021451985,755.6616693849154,No
ID_00608,Female,1,No,No,62,No,DSL,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer,106.13041999281386,572.6947507185039,Yes
ID_00609,Female,0,Yes,No,33,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,22.769993508389245,6467.453576461357,Yes
ID_00610,Male,1,Yes,No,50,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,88.92153945278895,5234.020775812292,No
ID_00611,Female,1,No,No,9,Yes,No,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card,61.01590374360542,6079.552802596887,No
ID_00612,Female,0,Yes,No,71,No,No,No,No internet service,No,Yes,No,No,One year,Yes,Mailed check,69.49537926966428,5669.048985848662,Yes
ID_00613,Female,1,Yes,No,20,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,42.18429440539329,7746.608528184469,No
ID_00614,Female,0,Yes,Yes,36,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,23.426965294435036,6170.950300984798,Yes
ID_00615,Male,1,No,Yes,6,No,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Mailed check,103.53902175688411,3122.1711342469675,No
ID_00616,Male,1,Yes,Yes,12,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Credit card,43.06280245860705,2389.2932472739226,Yes
ID_00617,Female,0,Yes,No,29,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,108.02975250404185,2406.7466324390657,No
ID_00618,Male,1,No,No,30,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,26.970206314723736,2570.42607679101,No
ID_00619,Male,0,No,No,4,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,One year,No,Credit card,60.84326218661497,1572.3670110549838,Yes
ID_00620,Female,0,No,Yes,31,Yes,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer,94.23458159434863,3205.8030990528378,Yes
ID_00621,Female,1,Yes,Yes,15,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card,45.67475649368611,969.5533986238115,No
ID_00622,Male,0,No,Yes,21,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card,116.7413440494189,2447.402590862571,No
ID_00623,Female,0,Yes,Yes,63,No,DSL,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Credit card,83.74963070660073,1483.6976641509477,Yes
ID_00624,Male,0,No,Yes,43,No,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,41.739231663184995,7365.053176011166,No
ID_00625,Female,0,Yes,No,39,Yes,DSL,Yes,No,No internet service,Yes,No,No,Two year,No,Credit card,99.36120012485142,3743.8568412794657,No
ID_00626,Male,0,No,Yes,36,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,No,Electronic check,118.45679540338543,6598.567112646954,Yes
ID_00627,Female,0,Yes,No,15,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Two year,No,Credit card,44.909353656517894,4748.780218144959,No
ID_00628,Male,1,Yes,No,42,No,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,102.25048838053905,4828.43384956429,No
ID_00629,Male,0,No,No,62,No,DSL,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,117.72641852397396,125.32050036565984,Yes
ID_00630,Male,1,No,Yes,14,Yes,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,42.073081540264724,200.7754238931909,No
ID_00631,Female,1,Yes,Yes,43,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.45295862228252,2302.206203833754,No
ID_00632,Male,0,No,No,8,Yes,No,No,No internet service,No,No internet service,No,No,Two year,No,Electronic check,91.71134788350389,566.7362687353827,No
ID_00633,Male,1,Yes,Yes,64,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,115.06590953757689,2289.9281676822475,Yes
ID_00634,Female,1,No,Yes,43,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Electronic check,89.52755225538657,4982.346534553625,No
ID_00635,Female,0,No,No,19,Yes,No,No,No,No,No,Yes,Yes,One year,No,Credit card,70.46137580308218,5702.299112400944,Yes
ID_00636,Male,0,Yes,No,69,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card,30.522947677652674,4937.062559406742,Yes
ID_00637,Male,0,No,No,32,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,112.43752038881605,4479.835243265098,No
ID_00638,Female,1,No,No,5,Yes,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,26.91007886471551,742.0731225851576,No
ID_00639,Female,1,Yes,No,30,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,41.15367930479658,1113.5086844571883,No
ID_00640,Female,0,Yes,Yes,65,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,65.0747731742204,424.1686888428504,Yes
ID_00641,Female,0,No,No,17,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,70.06221810428605,6518.204741085144,Yes
ID_00642,Female,1,Yes,Yes,27,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,25.517851615045146,2656.2073466028005,No
ID_00643,Male,1,No,Yes,67,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,Yes,Mailed check,28.229809748037486,3278.4299755287784,No
ID_00644,Female,1,No,No,64,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,32.512537842998555,5030.93857865383,Yes
ID_00645,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,23.96962094869372,7754.367645430132,No
ID_00646,Male,0,Yes,Yes,57,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Two year,No,Bank transfer,117.74465840853419,4959.27451460346,No
ID_00647,Male,1,Yes,No,46,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,43.794918863197445,1026.8935934288834,No
ID_00648,Female,1,Yes,Yes,65,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,107.9521303322546,7230.40903315584,No
ID_00649,Male,1,Yes,No,51,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,98.43362426896482,1914.1557124352255,No
ID_00650,Male,1,Yes,No,35,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,90.58849264886553,6346.028588106132,No
ID_00651,Female,0,No,Yes,0,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,85.79159598501938,6006.1811647492605,No
ID_00652,Male,0,No,Yes,38,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Mailed check,69.86183729572042,3379.0706393605296,No
ID_00653,Male,1,Yes,No,0,No,No,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,76.38289393437836,4225.324671118056,No
ID_00654,Female,1,No,No,13,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,109.06583726078688,1906.0704042587354,No
ID_00655,Male,0,No,No,70,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,97.7524950890004,5650.4726532584245,No
ID_00656,Male,0,No,Yes,22,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,43.08274739079796,7836.206210022014,No
ID_00657,Male,1,No,No,42,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,30.42307878116998,3474.673096793502,Yes
ID_00658,Female,1,Yes,No,21,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Credit card,49.37350675992742,7983.541267288265,Yes
ID_00659,Female,0,No,No,59,Yes,DSL,No,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer,33.25266200293975,2093.9399529866487,No
ID_00660,Female,0,No,No,26,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer,115.44628249550244,1052.801423932366,No
ID_00661,Male,0,Yes,Yes,55,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,58.27332915684415,7988.064699512686,No
ID_00662,Male,0,Yes,Yes,1,No,DSL,No,No,No internet service,No,No,Yes,One year,No,Mailed check,37.32285504761284,3070.9970042690697,Yes
ID_00663,Female,0,Yes,Yes,38,No,No,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,82.23679579108105,6888.942245655836,Yes
ID_00664,Male,0,Yes,No,50,Yes,No,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer,59.823059302122346,333.1221855007862,No
ID_00665,Male,1,No,No,18,No,DSL,No,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,41.7962583060352,5061.9605808565075,No
ID_00666,Female,0,Yes,No,61,No,DSL,No,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer,25.76713795198973,126.18378684038242,No
ID_00667,Female,0,No,Yes,70,No,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,29.246782678592282,4085.5777158180213,No
ID_00668,Male,0,No,Yes,66,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,76.33176467844675,5918.820719502621,Yes
ID_00669,Male,0,Yes,Yes,62,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer,95.03461310145504,5008.672567035885,Yes
ID_00670,Male,1,Yes,Yes,4,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,112.5784825861274,5058.317262082563,No
ID_00671,Female,1,Yes,No,71,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,78.54340258275717,2680.175505921385,Yes
ID_00672,Female,0,Yes,Yes,60,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card,85.27139772851876,5106.504625272648,No
ID_00673,Female,1,Yes,Yes,70,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,44.19860659490153,6852.625824370764,No
ID_00674,Female,1,Yes,No,6,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,47.43631579252386,4023.4813285020728,Yes
ID_00675,Male,1,No,Yes,49,Yes,No,No,No internet service,No,No,No,No internet service,Two year,No,Mailed check,61.75643078490506,4379.460377871278,No
ID_00676,Female,1,No,No,45,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Credit card,106.87349783115535,6723.255128555213,No
ID_00677,Female,1,No,No,71,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,63.53496244505042,1062.6362119391408,Yes
ID_00678,Female,1,No,No,13,Yes,DSL,No,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,43.963451107218624,4848.586314001384,No
ID_00679,Female,0,Yes,No,68,No,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Bank transfer,111.94976037629648,3847.9930256765674,Yes
ID_00680,Female,0,Yes,No,64,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,61.143562706738734,3396.443526046421,No
ID_00681,Male,0,No,Yes,64,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,27.95102904174093,3320.366206626076,No
ID_00682,Male,0,No,Yes,56,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,74.54750839344752,5099.5691991431595,No
ID_00683,Female,0,No,No,61,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,82.64356303519034,7190.91452447333,No
ID_00684,Male,1,Yes,Yes,19,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,115.53840720610178,5235.4712506262085,Yes
ID_00685,Female,0,Yes,No,25,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,100.65986715832116,2188.5209210154544,No
ID_00686,Female,0,Yes,Yes,43,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer,30.111312884502688,1188.6524504108397,No
ID_00687,Male,1,No,Yes,66,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Bank transfer,71.1925021338559,7828.134691717953,No
ID_00688,Male,1,No,Yes,69,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,63.41138375585586,2502.8178271281104,Yes
ID_00689,Female,0,Yes,Yes,61,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,59.344364430556624,3782.8672777454844,No
ID_00690,Female,1,Yes,Yes,44,Yes,DSL,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,33.98131814600768,237.0160538766189,No
ID_00691,Female,1,No,Yes,10,No,No,No,No internet service,Yes,No,No,No,One year,Yes,Credit card,57.5337646543386,6508.231068000998,Yes
ID_00692,Male,1,No,Yes,71,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Electronic check,67.00897285289624,6365.514944079112,No
ID_00693,Female,1,Yes,No,33,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,41.88732041709197,5588.0281419146195,No
ID_00694,Female,0,No,No,45,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,77.58557393785333,2912.9105237683534,No
ID_00695,Female,1,Yes,No,31,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,42.12816330221449,3051.6805969445763,No
ID_00696,Male,0,Yes,Yes,4,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card,32.13182549279664,4018.4708191583904,No
ID_00697,Female,0,No,Yes,62,No,DSL,No,No,No,No,No internet service,Yes,Two year,No,Bank transfer,118.39851901534401,3275.810892325929,No
ID_00698,Female,1,No,No,28,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,88.84010044646851,1430.6841810372728,Yes
ID_00699,Male,1,No,No,47,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer,79.47981001882516,1925.1134531853777,No
ID_00700,Female,1,Yes,Yes,15,No,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,No,Bank transfer,52.75038095664002,2713.527485218658,No
ID_00701,Female,0,No,No,24,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,One year,Yes,Credit card,40.83400606962955,257.1350165742035,No
ID_00702,Male,1,No,No,71,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,33.14960492772376,2795.879106749177,No
ID_00703,Female,1,Yes,No,28,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,26.262394672968806,6586.563214525259,No
ID_00704,Male,1,Yes,No,51,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer,89.97126374654256,3807.0741212137063,No
ID_00705,Male,1,No,Yes,45,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card,47.62025481269376,1566.4247965865382,No
ID_00706,Female,1,Yes,No,24,No,No,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,51.812535325369524,5588.715970383002,No
ID_00707,Female,0,Yes,No,22,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer,36.099033929351805,270.9764155444794,No
ID_00708,Female,1,Yes,No,33,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,No,Mailed check,31.716387629690306,1321.1038207379354,Yes
ID_00709,Female,1,No,No,66,No,No,Yes,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer,69.499481996979,4698.895293193154,No
